Date;23-9-2021;;;;;;;;;;
Type;MAJOR FLAG;STOCK TYPE;QUOTE INDICATOR;GEOGRAPHIC DESCR.;GEOG DESC OF LSTNG;CURRENCY;ISIN ISSUER CTRY;NAME;FULL NAME;COMPANY NAME;ISIN CODE
30202J;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;ESSILOR INTL. (AMS) DEAD - 22/10/05;ESSILOR INTERNATIONAL (AMS) DEAD - 22/10/05;ESSILORLUXOTTICA SA;FR0000121667
54105T;Y;ET;S;IRELAND;NETHERLANDS;E;IE;ETFX S-NETWORK (AMS) GLOBAL USD;ETFX S-NETWORK (AMS) GLOBAL USD;ETFX FUND COMPANY PUBLIC LIMITED COMPANY;IE00B3CNHB79
53559X;Y;EQ;P;LUXEMBOURG;NETHERLANDS;E;N/A;EUR ENERGY ASSETS (AMS) DEAD - 18/06/2008;EUR ENERGY ASSETS (AMS) DEAD - 18/06/2008;EUR ENERGY ASSETS U;NA
772747;Y;EQ;S;SWITZERLAND;NETHERLANDS;FL;CH;EUROACTIVIDADE (AMS) DEAD - 30/12/93;EUROACTIVIDADE (AMS) DEAD - 30/12/93;EUROACTIVIDADE;CH0005895757
26482E;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;EUROCOM PROPERTIES;EUROCOM PROPERTIES;EUROCOM PROPERTIES;NL0000396422
259412;Y;EQ;S;FRANCE;NETHERLANDS;E;NL;EURONEXT (AMS) DEAD - 12/07/07;EURONEXT (AMS) DEAD - 12/07/07;EURONEXT NV;NL0000290641
932809;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;EUROPE HOTEL DEAD;EUROPE HOTEL DEAD;EUROPE HOTEL;NA
29939T;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;EVC AGM DEAD - DELIST 22/02/05;EVC AGM DEAD - DELIST 22/02/05;EVC AGM;NL0000350478
143364;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;EVC INTERNATIONAL DEAD - 23/10/06;EVC INTERNATIONAL DEAD - 23/10/06;EVC INTERNATIONAL NV;NL0000350452
698444;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;EXACT HOLDING DEAD - 31/03/15;EXACT HOLDING DEAD - 31/03/15;EXACT HOLDING NV;NL0000350361
779465;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;EXXON CERTS. (AMS) DEAD - DEAD 31/12/02;EXXON CERTIFICATES (AMS) DEAD - DEAD 31/12/02;EXXON MOBIL CORPORATION;NL0000460897
993294;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;EXXON MOBIL (AMS);EXXON MOBIL (AMS);EXXON MOBIL CORPORATION;US30231G1022
747154;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FALCON NKF HOLDING DEAD - DELIST.01/07/92;FALCON NKF HOLDING DEAD - DELIST.01/07/92;FALCON NKF HOLDING;NA
729275;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;N/A;FALCON ROYAL DUTCH WTS.;FALCON ROYAL DUTCH WARRANTS;FALCON ROYAL DUTCH WARRANTS;NA
14637W;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;FB AEX CLICK;FB AEX CLICK;FB AEX CLICK;NA
927786;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;FID.TREND FD.CERT.(FL);FIDELITY TREND FUND CERTIFICATE (FL);FIDELITY TREND FUND CERTIFICATE (FL);NA
143090;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FIRST PACIFIC DEAD - DELIST.03/11/98;FIRST PACIFIC DEAD - DELIST.03/11/98;FIRST PACIFIC;NA
504510;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;FLEXOVIT INTL. DEAD - DELIST 02/10/98;FLEXOVIT INTERNATIONAL DEAD - DELIST 02/10/98;FLEXOVIT INTERNATIONAL;NL0000350544
998235;Y;EQ;P;UNITED STATES;NETHERLANDS;FL;NL;FLA.PROGRESS CERT. (AMS) DEAD - DELIST 14/11/97;FLORIDA PROGRESS CERTIFICATE (AMS) DEAD - DELIST 14/11/97;FLORIDA PROGRESS CERTIFICATE;NL0000461192
993295;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;FLUOR (AMS) DEAD - DUPL.866508;FLUOR (AMS) DEAD - DUPLICATE 866508;MASSEY ENERGY COMPANY;US5762061068
671022;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;FLUOR CERT. (AMS) DEAD - DEAD 29/10/01;FLUOR CERTIFICATE (AMS) DEAD - DEAD 29/10/01;MASSEY ENERGY COMPANY;NL0000461275
866508;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;FLUOR CORP. (AMS) DEAD - DEAD 06/12/00;FLUOR CORPORATION (AMS) DEAD - DEAD 06/12/00;MASSEY ENERGY COMPANY;US5762061068
930153;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;FOKKER CERT. DEAD - DELIST 05/03/98;FOKKER CERTIFICATE DEAD - DELIST 05/03/98;FOKKER PTO;NL0000352094
307543;Y;INVT;P;NETHERLANDS;NETHERLANDS;E;N/A;FONDAK (AMS) DEAD - 21/12/93;FONDAK (AMS) DEAD - 21/12/93;FONDAK (H);NA
926862;Y;EQ;P;GERMANY;NETHERLANDS;DM;N/A;FONDIS (AMS) DEAD - DELIST 06/02/95;FONDIS (AMS) DEAD - DELIST 06/02/95;FONDIS (AMS);NA
926892;Y;EQ;P;GERMANY;NETHERLANDS;DM;N/A;FONDRA (AMS) DEAD - DELIST 06/02/95;FONDRA (AMS) DEAD - DELIST 06/02/95;FONDRA (AMS);NA
898802;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;FOR BRANDS CT (AMS) DEAD - DEAD 29/10/01;FOR BRANDS CT (AMS) DEAD - DEAD 29/10/01;BEAM INCORPORATED;NL0000450526
866665;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;FORD MOTOR (AMS) DEAD - SEE MOR 776553;FORD MOTOR (AMS) DEAD - SEE MOR 776553;FORD MOTOR COMPANY;US3453708600
993296;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;FORD MOTOR (AMS) DEAD - DUPL.866665;FORD MOTOR (AMS) DEAD - DUPLICATE 866665;FORD MOTOR COMPANY;US3453708600
932810;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FORD NEDERLAND;FORD NEDERLAND;FORD NEDERLAND;NA
923306;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;FORTIS (AMS) DEAD - SEE MOR 929303;FORTIS (AMS) DEAD - SEE MOR 929303;AGEAS SA;BE0974264930
273311;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;FRANCE TELECOM (AMS) DEAD - SEE MOR 885569;FRANCE TELECOM (AMS) DEAD - SEE MOR 885569;ORANGE SA;FR0000133308
755256;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;FRANS MAAS GROEP KON. DEAD - 26/04/06;FRANS MAAS GROEP KONINKLIJKE DEAD - 26/04/06;FRANS MAAS GROEP KONINKLIJKE;NL0000366649
505082;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;FREE RECORD SHOP DEAD - DELIST 11/03/02;FREE RECORD SHOP DEAD - DELIST 11/03/02;FREE RECORD SHOP;NL0000441202
916475;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FRIESCH-GRN.HYP.;FRIESCH-GREEN HYPOTHECAIRE;FRIESCH-GREEN HYPOTHECAIRE;NA
923692;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FURIGAS;FURIGAS;FURIGAS;NA
932811;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;FURNESS;FURNESS;FURNESS;NL0000352458
505453;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;FURNESS 4% CERT.;FURNESS 4% CERTIFICATE;FURNESS;NA
30943U;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;GALAPAGOS (AMS) DEAD - SEE MOR 30939T;GALAPAGOS (AMS) DEAD - SEE MOR 30939T;GALAPAGOS;BE0003818359
929306;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GAMMA HOLDING DEAD - 29/04/11;GAMMA HOLDING DEAD - 29/04/11;GAMMA HOLDING NV;NL0000355824
772534;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GAMMA HOLDING PREF. DEAD - 29/04/11;GAMMA HOLDING PREFERENCE DEAD - 29/04/11;GAMMA HOLDING NV;NL0000355865
307449;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;GARZARELLI SECT. DEAD - DELIST.09/12/94;GARZARELLI SECTOR DEAD - DELIST.09/12/94;GARZARELLI SECTOR;NA
898803;N;EQ;S;BELGIUM;NETHERLANDS;E;BE;GBL (AMS);GBL (AMS);GROEP BRUSSEL LAMBERT NV;BE0003494029
898804;N;EQ;S;BELGIUM;NETHERLANDS;E;BE;GBL STRIP VVPR (AMS) DEAD - DEAD 12/09/01;GBL STRIP VVPR (AMS) DEAD - DEAD 12/09/01;GROEP BRUSSEL LAMBERT NV;BE0005588596
932849;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GELATINE DELFT;GELATINE DELFT;GELATINE DELFT;NA
933023;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GELDERSCHE TRAM;GELDERSCHE TRAM;GELDERSCHE TRAM;NA
741332;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GELDERSE PAPIERGROEP DEAD - DEL. 08/09/00;GELDERSE PAPIERGROEP DEAD - DELAWARE 08/09/00;GELDERSE PAPIERGROEP;NL0000440394
28985C;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GEMALTO DEAD - DELIST.29/05/19;GEMALTO DEAD - DELIST.29/05/19;GEMALTO HOLDING BV;NL0000400653
993297;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;GENERAL ELECTRIC (AMS) DEAD - SEE MOR 946548;GENERAL ELECTRIC (AMS) DEAD - SEE MOR 946548;GENERAL ELECTRIC COMPANY;US3696043013
679990;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;GEN.ELECTRIC CERT. (AMS) DEAD - DEAD 28/05/02;GENERAL ELECTRIC CERTIFICATE (AMS) DEAD - DEAD 28/05/02;GENERAL ELECTRIC COMPANY;NL0000462463
152016;N;EQ;P;UNITED STATES;NETHERLANDS;FL;N/A;GENERAL ELECTRIC CO;GENERAL ELECTRIC CO;GENERAL ELECTRIC COMPANY;NA
866509;N;EQ;S;UNITED STATES;NETHERLANDS;U$;N/A;GENERAL MOTORS (AMS) DEAD - SEE MOR 776556;GENERAL MOTORS (AMS) DEAD - SEE MOR 776556;MOTORS LIQUIDATION COMPANY GUC TRUST;NA
938787;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;GEN.MOTORS CERT (AMS);GENERAL MOTORS CERT (AMS);MOTORS LIQUIDATION COMPANY GUC TRUST;NL0000462760
946552;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GEN.PUB.UTILITIES;GENERAL PUBLIC UTILITIES;GENERAL PUBLIC UTILITIES;NA
929460;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GETRONICS DEAD - 12/12/07;GETRONICS DEAD - 12/12/07;GETRONICS NV;NL0000853091
505382;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GETRONICS 1/55 STK.;GETRONICS 1/55 STOCK;GETRONICS;NA
993299;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;N/A;GETTY OIL (AMS);GETTY OIL (AMS);GETTY OIL;NA
701895;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GEVEKE DEAD - DEAD 26/02/03;GEVEKE DEAD - DEAD 26/02/03;GEVEKE NV;NL0000356004
932818;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;GIESSEN-DE NOORD DEAD - T/O 916775;GIESSEN-DE NOORD DEAD - T/O 916775;GIESSEN-DE NOORD PTO;NL0000354058
993300;N;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;GILLETTE CERT. (AMS) DEAD - 21/10/05;GILLETTE CERTIFICATE (AMS) DEAD - 21/10/05;GILLETTE COMPANY;NL0000463289
741908;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GILLETTE CERT.(FL) DEAD - DELIST.29/06/98;GILLETTE CERTIFICATE (FL) DEAD - DELIST.29/06/98;GILLETTE CERTIFICATE (FL);NL0000463271
916417;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;GIST-BROCADES CERT. DEAD - DELIST.27/08/98;GIST-BROCADES CERTIFICATE DEAD - DELIST.27/08/98;KONINKLIJKE GIST-BROCADES PTO;NL0000354298
993520;Y;EQ;S;UNITED STATES;NETHERLANDS;FL;US;GOODYEAR (AMS);GOODYEAR (AMS);THE GOODYEAR TIRE & RUBBER CO;US3825501014
866660;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;GOODYEAR TIRE (AMS) DEAD - DEAD 22/06/01;GOODYEAR TIRE (AMS) DEAD - DEAD 22/06/01;THE GOODYEAR TIRE & RUBBER CO;US3825501014
745099;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GOUDA VUURVAST HOLDING DEAD - T/O 316461;GOUDA VUURVAST HOLDING DEAD - T/O 316461;GOUDA VUURVAST HOLDING NV;NL0000440667
866664;N;EQ;P;UNITED STATES;NETHERLANDS;U$;US;GRACE & CO. (AMS);GRACE & COMPANY (AMS);FRESENIUS MEDICAL CARE HOLDINGS;US3838831051
671017;Y;EQ;S;UNITED STATES;NETHERLANDS;E;NL;GRACE WR CERT. (AMS) DEAD - DEAD 13/09/00;GRACE WR CERTIFICATE (AMS) DEAD - DEAD 13/09/00;W R GRACE & COMPANY;NL0000463651
932821;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GRASSO TAKEOVER 31/01/92;GRASSO TAKEOVER 31/01/92;GRASSO;NA
866661;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;GREAT WESTERN RES. (AMS) DEAD - 16/01/97;GREAT WESTERN RESOURCES (AMS) DEAD - 16/01/97;GREAT WESTERN RESOURCES;US3914981028
741534;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;GROENIJK.YLCBN. DEAD - DELIST.31/05/96;GROENENDIJK YELLOWCABIN DEAD - DELIST.31/05/96;GROENENDIJK YELLOWCABIN;NA
946398;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GROLSCH (KON.) DEAD - TAKEOVER;GROLSCH (KONINKLIJKE) DEAD - TAKEOVER;KONINKLIJKE GROLSCH NV;NL0000354793
998414;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GRONTMIJ DEAD - 19/11/15;GRONTMIJ DEAD - 19/11/15;GRONTMIJ NV;NL0010200358
702362;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GROOTHANDEL C DUTCH CERT.;GROOTHANDEL C DUTCH CERTIFICATE;GROOTHANDEL C DUTCH NV;NL0000440824
724994;Y;INVT;P;JAPAN;NETHERLANDS;U$;N/A;GT BERRY JAPAN FUND DEAD - DELIST.01/08/91;GT BERRY JAPAN FUND DEAD - DELIST.01/08/91;GT BERRY JAPAN FUND;NA
866197;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;GTE CORP CERTS. (AMS);GTE CORP CERTIFICATES (AMS);GTE;US3623201031
933607;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;GTI HOLDING DEAD - DELIST 26/10/01;GTI HOLDING DEAD - DELIST 26/10/01;NV GTI HOLDINGS;NL0000356376
303454;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;GUCCI GROUP DEAD - T/O BY 923657;GUCCI GROUP DEAD - T/O BY 923657;GUCCI GROUP INCORPORATED;NL0000359552
933030;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;H V A CERTS.;H V A CERTIFICATES;H V A REGISTERED;NA
933029;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;H V A REGD.;H V A REGISTERED;H V A REGISTERED;NA
929307;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HAGEMEYER DEAD - T/O BY 316461;HAGEMEYER DEAD - T/O BY 316461;HAGEMEYER NV;NL0000355477
51760L;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HAGEMEYER AGM DEAD - 10/03/08;HAGEMEYER AGM DEAD - 10/03/08;HAGEMEYER NV;NL0006019721
866005;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HAGEMEYER SCRIPS DEAD;HAGEMEYER SCRIPS DEAD;HAGEMEYER NV;NA
504355;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HAGEMEYER 1/64 STK.;HAGEMEYER 1/64 STOCK;HAGEMEYER NV;NA
729437;N;EQ;P;NETHERLANDS;NETHERLANDS;E;BM;HALTRUST 'B' DEAD - 04/06/01;HALTRUST 'B' DEAD - 04/06/01;HAL TRUST NV;BMG455841285
51376V;Y;INVT;S;CHANNEL ISLANDS;NETHERLANDS;U$;GG;HARBOURVEST GLB. (AMS) PRIV.EQ.;HARBOURVEST GLOBAL (AMS) PRIVATE EQUITY;HARBOURVEST GLOBAL;GG00BR30MJ80
698848;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HASLEMERE DEAD - DELIST 08/12/04;HASLEMERE DEAD - DELIST 08/12/04;HASLEMERE NV;NL0000289338
741593;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;HCS TECHNOLOGY;HCS TECHNOLOGY;HCS TECHNOLOGY;NL0000358018
153886;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;NL;HEINEKEN BONUS RIGHTS 31/07/95;HEINEKEN BONUS RIGHTS 31/07/95;HEINEKEN NV;NL0000009165
259049;N;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;HEINEKEN HOLDING 'A' DEAD - DUPL.SEE 929708;HEINEKEN HOLDING 'A' DEAD - DUPLICATE SEE 929708;HEINEKEN HOLDING PUBLIC LIMITED COMPANY;NA
505408;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HELVOET HLDG. DEAD - DELIST 17/05/02;HELVOET HOLDING DEAD - DELIST 17/05/02;HELVOET HOLDING;NL0000440345
932822;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HERO CONSERVEN;HERO CONSERVEN;HERO CONSERVEN;NA
929956;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HES - BEHEER DEAD - 03/11/14;HES - BEHEER DEAD - 03/11/14;HES - BEHEER NV;NL0000358125
932823;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HEYBROEK HANDEL;HEYBROEK HANDEL;HEYBROEK HANDEL;NA
779376;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HIGHLIGHT DEV. DEAD - DELIST.02/01/92;HIGHLIGHT DEVELOPMENT DEAD - DELIST.02/01/92;HIGHLIGHT DEVELOPMENT;NA
932837;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HIM FURNESS DEAD - DELIST 12/05/00;HIM FURNESS DEAD - DELIST 12/05/00;HIM FURNESS;NL0000358919
898805;Y;EQ;S;JAPAN;NETHERLANDS;Y;JP;HITACHI (AMS) DEAD - 03/02/05;HITACHI (AMS) DEAD - 03/02/05;HITACHI LIMITED;JP3788600009
14501V;N;EQ;P;JAPAN;NETHERLANDS;E;N/A;HITACHI YENI DEAD - DUPL.SEE 898805;HITACHI YENI DEAD - DUPLICATE SEE 898805;HITACHI LIMITED;NA
28253L;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HITT AGM DEAD - DEAD 22/01/04;HITT AGM DEAD - DEAD 22/01/04;HITT AGM;NL0000358166
681292;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HITT NM DEAD - 15/11/12;HITT NM DEAD - 15/11/12;HITT NM NV;NL0000358158
866662;Y;EQ;S;GERMANY;NETHERLANDS;E;DE;HOECHST (AMS) DEAD - DELIST 05/05/00;HOECHST (AMS) DEAD - DELIST 05/05/00;HOECHST;DE0005758007
932824;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HOEK'S MACHINE DEAD - DELIST.27/06/00;HOEK'S MACHINE DEAD - DELIST.27/06/00;HOEK'S MACHINE PTO;NL0000358232
932803;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HOLDOH;HOLDOH;HOLDOH;NA
923990;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;HOLEC;HOLEC;HOLEC;NL0000358372
505455;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HOL.BETON GROEP 2 1/2% S;HOLLAND BETON GROEP 2 1/2% S;HOLLAND BETON GROEP;NA
896531;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HOLLAND CHEMICAL INTL. DEAD - DELIST 24/11/00;HOLLAND CHEMICAL INTERNATIONAL DEAD - DELIST 24/11/00;HOLLAND CHEMICAL INTERNATIONAL;NL0000358943
929781;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;HOLLAND SEA SEARCH DEAD - DELIST.05/01/96;HOLLAND SEA SEARCH DEAD - DELIST.05/01/96;HOLLAND SEA SEARCH;NL0000358471
912395;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HOLLANDSCHE BETON GROEP DEAD - DELIST 23/05/02;HOLLANDSCHE BETON GROEP DEAD - DELIST 23/05/02;HOLLANDSCHE BETON GROEP NV;NL0000359024
771719;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;HOMBURG HDG.CERTS. DEAD - 31/1/94;HOMBURG HOLDINGS CERTIFICATES DEAD - 31/1/94;HOMBURG HOLDINGS CERTIFICATES;NA
35633F;Y;EQ;S;CANADA;NETHERLANDS;E;CA;HOMBURG INVEST 'A' (AMS) SUBD. VTG.;HOMBURG INVEST 'A' (AMS) SUBORDINATE VOTING;HOMBURG INVEST A;CA4368714040
898809;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;HONEYWELL (AMS) DEAD - DELIST 16/12/99;HONEYWELL (AMS) DEAD - DELIST 16/12/99;HONEYWELL;US4385061076
671020;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;HONEYWELL INT. (AMS) DEAD - DEAD 01/01/01;HONEYWELL INTEREST (AMS) DEAD - DEAD 01/01/01;HONEYWELL INTERNATIONAL INCORPORATED;NL0000450484
922836;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HOOGOVENS DEAD - T/O BY 953191;HOOGOVENS DEAD - T/O BY 953191;KONINKLIJKE HOOGOVENS NV;NL0000009231
137419;N;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;HOOGOVENS (AMS) DEAD - DEAD 10/07/03;HOOGOVENS (AMS) DEAD - DEAD 10/07/03;KONINKLIJKE HOOGOVENS NV;NA
671632;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;HOUTGROEP NEDERLAND DEAD - DEAD;HOUTGROEP NEDERLAND DEAD - DEAD;HOUTGROEP NEDERLAND;NL0000204154
273842;Y;EQ;S;FINLAND;NETHERLANDS;E;FI;HUHTAMAKI VAN LEER (AMS);HUHTAMAKI VAN LEER (AMS);HUHTAMAKI OYJ;FI0009000459
898811;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;ICN PHARMACEUTICALS(AMS) DEAD - DEAD 18/01/02;ICN PHARMACEUTICALS(AMS) DEAD - DEAD 18/01/02;VALEANT PHARMACEUTICALS INTERNATIONAL;US91911X1046
897830;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ICT GROUP DEAD - DELIST.06/09/21;ICT GROUP DEAD - DELIST.06/09/21;ICT GROUP NV;NL0000359537
927017;Y;INVT;P;NETHERLANDS;NETHERLANDS;E;N/A;IDS MUTUAL INC.CERT. DEAD - 21/12/93;IDS MUTUAL INCOME CERTIFICATE DEAD - 21/12/93;IDS MUTUAL INCOME CERTIFICATE;NA
307710;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;IDUNA DEAD - T/O BY 932785;IDUNA DEAD - T/O BY 932785;IDUNA;NL0000440998
741254;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;IGB HOLDING;IGB HOLDING;IGB HOLDING;NA
992896;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;IHC INTER;IHC INTER;IHC INTER;NA
671633;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;IMEKO HOLDING DEAD - 20/09/00;IMEKO HOLDING DEAD - 20/09/00;IMEKO HOLDING;NL0000240083
671018;N;EQ;P;UNITED KINGDOM;NETHERLANDS;£;NL;IMP.CHM.INDS.CDR. (AMS) DEAD - DEAD 06/08/02;IMPERIAL CHEMICAL INDUSTRIES CONTINENTAL DEPOSITARY RE (AMS) DEAD - DEAD 06/08/02;IMPERIAL CHEMICAL INDUSTRIES PUBLIC LIMITED COMPANY;NL0000430437
993529;Y;EQ;P;CANADA;NETHERLANDS;FL;NL;INCO CERT. (AMS) DEAD - DELIST.01/04/97;INCO CERTIFICATE (AMS) DEAD - DELIST.01/04/97;INCO CERTIFICATE (FL);NL0000442713
307545;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;INDIA MAGNUM FD.;INDIA MAGNUM FUND;INDIA MAGNUM FUND;NA
508548;Y;CF;P;NETHERLANDS;NETHERLANDS;U$;N/A;INDO.CAP.FD. (AMS) DEAD - DELIST.19/06/97;INDONESIA CAPITAL FUND (AMS) DEAD - DELIST.19/06/97;INDONESIA CAPITAL FUND;NA
508549;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;INDO.CAP.WARRT. (H);INDONESIA CAPITAL WARRANT (H);INDONESIA CAPITAL WARRANT;NA
932827;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INDUSTRIEELE MIJ.;INDUSTRIEELE MAATSCHAPPIJ;INDUSTRIEELE MAATSCHAPPIJ;NA
741511;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;INFOTHEEK GROEP DEAD - DELIST.16/10/92;INFOTHEEK GROEP DEAD - DELIST.16/10/92;INFOTHEEK GROEP;NA
754977;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;ING BK.VAST.FD.;ING BANK VASTGOED FUND;ING BANK VASTGOED FUND;NA
868757;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;NL;ING GROEP CERTS. FL0 5 5/08/96;ING GROEP CERTIFICATES FL0 5 5/08/96;ING GROEP;NL0011821202
259332;N;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;ING GROEP NV DEAD - DUPL.SEE 531865;ING GROEP NV DEAD - DUPLICATE SEE 531865;ING GROEP;NA
273477;Y;CF;P;LUXEMBOURG;ITALY;E;LU;ING ILF CC FUND JAPAN DEAD - DELIST.24/05/10;ING ILF CC FUND JAPAN DEAD - DELIST.24/05/10;ING ILF CC FUND JAPAN;LU0101428653
309029;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ING PREF. DEAD - 05/09/08;ING PREFERENCE DEAD - 05/09/08;ING GROEP;NL0000303576
898812;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;INGERSOLL-RAND CDR.(AMS) DEAD - DEAD 25/10/01;INGERSOLL-RAND CONTINENTAL DEPOSITARY RE (AMS) DEAD - DEAD 25/10/01;TRANE TECHNOLOGIES PUBLIC LIMITED COMPANY;NL0000464535
